,Name,Category,Content
398,Thử làm vợ,Thơ ca cười,"Có một anh chàng nọ
Làm quần quật luôn tay
Nên bỗng ghen với vợ
Được ở nhà suốt ngày
Anh chàng than với Chúa:
“Con khổ quá Chúa ơi
Ngày phải làm 10 tiếng
Trong khi, vợ thảnh thơi
Con xin thành cô ấy
Còn cô ấy thành con
Cho nếm thử mùi vị
Thử làm chồng có ngon?”
Chúa thương tình đồng ý
Đổi giới tính hai người
Cô vợ không ý kiến
Còn chồng sung sướng cười
Sáng hôm sau tỉnh giấc
Chàng vội vã nấu ăn
Hò hét kêu con dậy
Rồi quýnh quáng gập chăn
Sắp từng cái quần áo
Cả bốn “đứa” trong nhà
Cho ăn, đèo đi học
Cuống lên vì trường xa
Rồi quay về đi chợ
Hoa quả với thức ăn
Đồ bẩn đem đi giặt
Kẻo “chồng” về cằn nhằn
Đoạn quay sang chế biến
Nấu ăn cho thật ngon
Tranh thủ chờ cơm chín
Phi tới trường đón con
Ăn xong lại rửa bát
Lau bếp núc sàn nhà
Tắm cho mèo, cho chó
Toàn những việc đàn bà
Chưa được nghỉ một tí
Lại phải đưa con đi
Học thêm và học nếm
Chuẩn bị thi học kỳ
Loanh quanh mà nháy mắt
Trời đã chuyển sang chiều
Lại đón con, nấu nướng
Rồi phục dịch “chồng” yêu
(Sau khi rửa xong bát
Thì đã 21 giờ
Anh “chồng” mà trước đó
Là vợ - cứ nằm chờ)
Một ngày thở ra khói
Vừa leo lên giường nằm
“Chồng” đã khều chân gãi:
Chúng mình chơi “đào hầm”!
Dù trong lòng không thích
Vì mệt rũ cả người
Nhưng vẫn cứ phải cố
Giúp chồng được “xả hơi”
*
Sáng hôm sau gặp Chúa
Anh vội vã khẩn cầu:
“Làm đàn bà mệt quá
Con không thích nữa đâu!
Con đã biết lỗi lớn
Có mắt mà như không
Giờ con mới thấy khổ
Xin trở lại làm chồng!”
Chúa vuốt râu cười lớn:
“Ta mới vui làm sao
Khi con đã hiểu rõ
Làm vợ mệt thế nào
Giờ con muốn trở lại
Ta có tiếc gì đâu
Nhưng phải sau 9 tháng
Vì con đã dính… “bầu”"
399,Hoa hạnh phúc,Truyện cười tình yêu,"Ở cửa hàng hoa, một người đàn ông trung niên chọn 3 bông hồng và bảo bà bán hàng: “Mấy bông hoa này là để gửi cho vợ tôi nhân kỷ niệm ngày cưới”.
 
-
 Bà hãy đính kèm vào đây một dải băng lụa thật đẹp có dòng chữ: “Mỗi bông hoa này đánh dấu một năm anh được hưởng hạnh phúc vợ chồng”.
Bà bán hàng tỏ vẻ xúc động:
- Ông mới
 lấy vợ 3 năm thôi hả?
- Không, 30 năm."
400,Nhét vào chỗ cũ…,Truyện cười tam quốc,"Lại nói về Điển Vi
 Một hôm, Điển Vi rủ Hứa Chử và Trương Liêu đi nhậu
 Với bản tính cẩn thận của 1 vị tướng dày dạn trận mạng..Trương Liêu hỏi ngay : Này, hôm nay mày khao hay tí nữa lại Lệ Quyên đấy..(???)
 ĐVi : yên tâm, hôm nay tao khao…chúng mày cứ thoải con gà mái đi ..
 HChử : nhân dịp gì thế mày, trúng lô hay lại đá được con ngựa thằng nào quên khóa cổ..
 ĐVi : À, nhân dịp ông bô tao hôm nay quên khóa tủ nên anh em mình đi nhậu..
 3 thằng đang chén chú chén anh thì tự nhiên ĐVi ôm bụng nói : Chết cha, tao đau bụng quá …
 TL hỏi ngay : Sao ?? mày đau đẻ à???
 ĐVi : Trời thằng NGU, chắc đi nhậu không rủ thằng Tào tháo nên bây giờ tao bị tào tháo đuổi rồi…
 Nói xong ĐVi chạy vèo vào bụi rậm xả xú páp..
 Ở ngoài HChử bàn với TLiêu : Thằng ki bo này mà mời anh em mình nhậu thì chắc hôm nay đề về 5 nháy rồi, tao với mày chơi nó 1 vố đi…nói xong HChử bắt 1 con thỏ giết rồi lấy ruột thỏ ném vào chỗ ĐVi đang luyện công..
 Y như rằng 1 lát sau 2 thằng nghe ĐVi rú lên hãi hùng…
 HChử, TLiêu bụm miệng cười…1 canh giờ sau thấy ĐVi hổn hển chạy ra nói :
 Mẹ kiếp, tao bị táo bón..rặn mạnh quá lòi mẹ cả ruột ra..nhưng nhờ ơn trời và nhờ 2 ngón tay này tao đã nhét được nó vào chỗ cũ rồi…
 HChử, TLiêu xỉu…………….."
401,208 cái,Truyện cười dân gian,"- Này, mày biết người ta có bao nhiêu chiếc xương không?
 - 207 cái.
 - Thế mà tao có 208 cái đấy!
 - Xạo mày!
 - Chứ sao, tao mới nuốt 1 cái xương cá xong!"
402,Kết quả khoá học luyện trí nhớ,Truyện cười khác,"Khóa học luyện trí nhớ mà hai vợ chồng già nọ vừa trải qua tuyệt vời đến nỗi họ luôn kể cho tất cả mọi người nghe về nó. Biết chuyện, người hàng xóm sang gặp ông lão (đang ở ngoài vườn) và hỏi:
 - Người dạy khóa luyện trí nhớ mà ông kể đó tên là gì vậy?
 - Ờ... để tôi suy nghĩ một chút... Tên loài hoa mà mùi của nó rất tuyệt, có gai nữa, là gì nhỉ?
 - Ông muốn nói đến hoa hồng à?
 - Ông lão hướng vào trong nhà: A, đúng rồi! Này, bà Hồng ơi, thầy giáo dạy luyện trí nhớ tên gì bà nhỉ?"
403,Chúa sẽ phù hộ cho anh!!!,Truyện tiếu lâm," 
Bob say khướt. Anh ta về nhà, đập cửa:

- Ồ, Bob! Anh đã về đấy ư?

- Ừ, em yêu ạ, anh gặp bạn cũ.

- !?

- Anh nhậu hết lương tháng rồi.

- À, em có thể hiểu.

- Xe lại bị giữ…

- Chuyện đương nhiên mà.

- Ôi, em đúng là người phụ nữ hiền dịu nhất trần đời. Ừm… Ờ… hình như cái dây chuyền em đưa hôm qua, anh trót tặng một cô gái.

- Lạy Chúa, em thật là may mắn!

- Sao, em định nói là em rất hài lòng ư?

- Vâng, vì em chỉ là… hàng xóm của anh. Hãy can đảm lên, chỉ còn vài bước chân nữa thôi. Cầu Chúa phù hộ cho anh!"
404,Con gái mua dưa chuột..,Truyện cười ngắn,"( ko dành cho người chậm hiểu )
Tôi đi chợ vô tình đứng sau ba cô gái xếp hàng mua dưa chuột, và nghe ba cô nói:
 - Bác chọn cho cháu quả mập và tròn.
 - Chọn cho cháu quả dài và có gai.
 - Cháu mua về đắp mặt,bác lấy loại nào cũng đuợc!"
405,Hiểu Luật,Truyện cười giao thông,"Một người đi xe máy va phải chú chim sẻ bay ngược chiều. Anh ta dừng xe xem xét, thấy nó chưa chết bèn nhặt đem về đắp thuốc rồi thả vào lồng với chút vụn bánh và nước. Khi tỉnh lại, thấy mình bên song sắt cùng với mấy mẩu bánh vụn chú sẻ thở dài tự nhủ:
 -  !@##! Mình đâm chết thằng cha đi xe máy rồi. Quả này chắc tù mọt gông đây!
  "
406,Lợi và hại,Truyện cười gia đình,"Một anh chàng kể chuyện với đồng nghiệp:
- Tớ đã ly dị xong và thấy hóa ra mình làm thế rất hay cậu ạ.
- Nghe lạ quá, thế nó hay ở chỗ nào?
- Tòa buộc mỗi tháng tớ phải trả 60.000 đồng tiền cấp dưỡng cho cô vợ cũ. Nhưng từ khi mỗi người một ngả thì mỗi tháng tiền điện thoại nhà tớ giảm được 80.000 đồng."
407,Thần bia trả nghĩa…,Truyện cười dân gian,"Có một ông lãnh binh, lúc nào trên lưng cũng đeo súng kè kè, nhưng lại bắn rất tồi. Có cái bia sau nhà, đứng cách mấy sải tay mà tập mãi vẫn chưa được phát nào tin. Chẳng may cho quan, bắn chưa thạo thì đã có lệnh gọi ra đánh giặc.
Vừa ra trận buổi đầu đã thua, bỏ mặc quân lính đấy chạy tháo thân. Nhưng giặc đuổi riết cố bắt cho được. Quan sắp 
đến đường cùng, bỗng có một vị thần ở đâu hiện ra, cõng quan chạy vào rừng. Vào đến giữa rừng, quan biết mình đã chạy thoát, mới hoàn hồn hỏi vị thần kia:
- Xin cho biết người ở đâu? Chẳng hay vì sao mà có lòng tốt cứu tôi như vậy?
Vị thần trả lời:
- Ta là thần bia ở trong vườn nhà ông. Trong bấy nhiêu năm ở nhà ông, nhờ ông có lòng nhân đức nên mới sống được đến ngày nay. Cảm cái ơn ấy, hôm nay ông lâm nạn, tôi cứu ông để trả nghĩa vậy!"
408,Tội nghiệp thằng ăn trộm,Truyện cười 18+,"Một gia đình trùm xã hội đen sau một ngày tổ chức tiệc cưới mệt nhọc. Tối sắp đến đêm tân hôn, chú rể bảo với cha “Đêm nay là đêm tân hôn của con, con xin nhờ cha đứng ở ngoài làm trọng tài cho con và vợ con”
Ông bố:” OK. Con trai và con dâu cứ yên chí lớn. Ta không thiên vị đâu. Đêm nay 2 đứa nhất định phải phân thắng bại.”
 
 Cả ba người đâu bít lúc này trên trần nhà có một tên ăn trộm chuyên nghiệp đã đột nhập vào nhà từ lúc xế chiều, đợi khuya xuống cả nhà đi ngủ hết sẽ khuân hết đồ đạc. Nhưng chẳng may cho hắn là chọn phòng nào nấp không chọn, lại đi chọn ngay phòng hoa chúc của cô dâu chú rể
 
Đợi mãi nên tên trộm đuối quá, phần vì đói nên ngủ quên lúc nào không hay. Lúc này Ông bố đứng ngoài phòng trịnh trọng rống lớn:” Nào, rút kiếm ra”
Tên ăn trộm đang ngủ nghe tiếng thét giật mìh, lại nghe ông bảo rút kiếm, ngỡ mình bị phát hiện nên lật đật trổ mái nhà phóng xuống bụi cây um tùm gần đó ẩn nấp, run như cầy sấy ^^
Ông bố lại rống lên:”Đâm dzô bụi lùm”
” Chết mẹ, không lẽ ổng phát hiện ra mình thật rùi?” Tên trộm hoảng hồn vội chui ra khỏi bụi cây, nhảy tọt xuống cái giếng gần đó nấp cho chắc ăn.
Trong lúc đó ông bố vẫn hăng say với “nhiệm vụ” làm trọng tài của mình. Ông gào to:” Cố lên con trai. Khuấy động giếng sâuuuuuu…”
“Lần này thì hết đường thoát”. Không thể tin được gia đình xã hội đen này công phu lại cao thâm đến thế, quyết truy sát mình. Tên trộm đành tiu nghỉu leo lên khỏi giếng, đến trước mặt ông bố đầu thú xin được tha mạng trong sự ngơ ngẩn tò te của ông ta cùng cô dâu chú rể đang “bất phân thắng bại” "
409,Khoai to không lo chết đói,Truyện cười 18+,
410,Tây Du Ký Chế: Hồi 10 cương đạo chặn đường tam tạng,Tây du ký chế,"Đường Tam Tạng bị đá ném trúng tức giận gào lên:
- Ngộ Không, thịt chúng cho ta.
 Tôn Ngộ Không nghe lời như mở cờ trong bụng, lập tức vung gậy như ý đập hai phát hai tên cướp đường chết tươi.
 - Yếu thế.
 Đường Tam Tạng kêu lên:
 - Ngộ Không, ta có bảo ngươi giết chúng đâu?
 - Rõ ràng thầy nói thịt chúng cơ mà?
 - Ơ, như vậy chỉ là muốn ngươi cảnh cáo bọn họ qua loa thôi, sao ngươi lại sát sinh?
 - Ôi dào, đúng là lý sự cùn.
 - Không được,
 bọn họ là cường đạo nhưng cũng là con người, ngươi động một tí thì sát sinh thì ta đi thỉnh kinh phổ độ chúng sinh làm gì?
 - Này nhớ, đừng tưởng là sư phụ thì lên mặt nhớ, tinh vi vừa thôi, thằng này cóc cần nhớ.
 - Ngươi đã kí hợp đồng với Phật Tổ Như Lai rồi, nếu xù thì phải đền khối tiền đấy.
 - Lão tôn chủ một HOa Quả Sơn, tiền bán hoa quả hàng năm cũng thừa để ta ăn nhậu phủ phê,
 sợ gì vài ba triệu lẻ đó chứ?
 Nói rồi ngài tung người bay vọt lên mây.
Đường Tam Tạng nhìn theo chỉ biết thở dài.
 - Tự nhiên mất đi thằng sai vặt, tiếc thật.
Chợt trên trời tỏa ra luồng hào quang rực rỡ, Đường Tam Tạng thấy vậy lập tức quỳ xuống:
 - Quan Âm Bồ Tát.
 - Đường Tam Tạng, không cần đa lễ, ta chỉ tiện đường đến viện thẩm mĩ nên đi qua đây thôi, còn Tôn Ngộ Không đâu?
 - Nó hủy hợp đồng trốn đi rồi.
 - Duyên thầy trò của các người chưa hết, nó có thể bỏ đi đâu?
 - Con khỉ này ương bướng khó dạy, làm sao có thể cùng tôi đi Tây Thiên thỉnh kinh được?
 Quan Âm Bồ Tát thở dài:
-Ý ngươi muốn xin đểu một bảo vật chế phục nó chứ gì?
 - Bồ tát thông minh quá. – Đường Tam Tạng cười hì hì cầu tài.
 - OK. Dù sao ta cũng vừa cắt băng khánh thành chùa Quan Âm về, người ta cũng cho vật này chưa biết dùng làm gì.
 Nói rồi bà rút từ trong ba lô một chiếc vòng vàng sáng lóa.
 - Vàng thật hay vàng dỏm thế Bồ Tát? – Đường Tam Tạng hỏi.
 - Vàng xịn thì còn lâu ta mới cho mi, đây là vòng kim cô để chế phục con khỉ đó.
 Nói rồi Quan Âm Bồ Tát quẳng chiếc vòng rơi xuống tay Đường Tam Tạng.
 Đường Tam Tạng cầm lên ngắm nghía hồi lâu rồi nói:
 - Chiếc vòng này bên phải nặng bên trái nhẹ, phía trước to phía sau nhỏ, màu sắc óng ánh nhưng nhũ lại sắp bong ra đến nơi rồi, đã thế lại còn nặng hơn bình thường chắc chắn bị người ta lén bỏ chì vào rồi, Quan Âm Bồ Tát à, người lấy nó ở đâu thế? Hay để bần tăng giới thiệu cho một lò rèn hạng hai nhé, thủ công ở đó cũng khá lắm, tiền công lại không đắt, còn tiền hoa hồng thì … hì hì… nể tình quen biết tôi tính rẻ cho.
 Quan Âm Bồ Tát lắc đầu :
 - Nói nhiều quá.
 Rồi bà biến thành một luồng ánhsáng bay mất.
 Quả nhiên một lúc sau, Tôn Ngộ Không bay vòng trở về.
 - Mi còn về đây sao?:
 - Hừ, không nể tình bản hợp đồng với Phật Tổ Như Lai thì tôi đã cuốn gói đi từ đời tám hoánh, ở đây làm qué gì.
 - Vậy thì mi đi đi.
- THôi sư phụ, đùa tí thôi làm gì mà giận dỗi như trẻ con thế?
 - Mi hối cải thì ta cũng không làm khó, chỉ cần mi đội chiếc vòng này thì chứng tỏ mi đã thành tâm hướng phật, ta sẽ cho mi đi theo.
 - Xời ơi, sư phụ kiếm đâu cái vòng xấu thế không biết, cho cũng chả thèm lấy.
 - Thế thì thôi.
 - Đùa tí thôi ông anh, để con đeo.
 Rồi Tôn Ngộ Không cầm chiếc vòng đeo thẳng vào đầu.
 Vòng vừa chạm vào đầu Tôn Ngộ Không lập tức xiết chặt lại, nó lăn lộn dưới đất kêu gào thảm thiết.
 - Vòng này vòng gì thế?
 - Vòng Kim Cô của Quan Âm Bồ Tát vừa bán rẻ cho ta đấy.
 - Thầy mà cũng chịu mua đồ ư? Chắc chắn là đồ xin rồi.
 - Kệ xác ta, mi có hối cải không?
 Tôn Ngộ Không lấy gậy như ý ra cố gắng nạy mãi vẫn không thể bật chiếc vòng ra khỏi đầu. Nó cố
 gượng dậy kêu choe choe:
 - Ông chơi đểu quá, tôi sẽ kiện ông ra tận tòa án Quốc Tế tội ngược đãi vật nuôi.
 Đường Tam Tạng nghe vậy chột dạ nói:
 - Chỉ cần mi hứa thành tâm hướng phật ta sẽ ngừng đọc chú.
 - Ok, tôi hứa, tôi hứa.
 - Từ giờ ta nói gì cũng phải nghe, được không?
 - Chơi luôn, đừng niệm nữa.
 - A di đà phật."
